0.32, 0, 0, 5, 0.2596763, 0, 5876.767, -918.0538, -2.886256, 0.004950999, 0.07939652, 98.47684, 1.249842, 1.200416, 1.486023
0.8699995, 1, -0.3832442, 5.732163, 0.3001044, -0.1204407831205290712455, 48822.77, -923.7645, -2.886256, 0.004950999, 0.07939652, 285.0413, 1.249842, 1.182639, 1.578875
 
0.8799995, 1, -0.3732442, 5.802543, 0.300714, -0.1494683695581164070255, 50083.82, -923.8845, -2.886256, 0.004950999, 0.07939652, 288.7331, 1.249842, 1.182315, 1.580563
 
0.8899994, 1, -0.3632442, 5.873021, 0.3013242, -0.1769317166954520430201797939, 51362.85, -924.005, -2.886256, 0.004950999, 0.07939652, 292.4317, 1.249842, 1.181992, 1.582251
 
0.8999994, 1, -0.3532442, 5.943601, 0.3019406, -0.2028657243104619558931797939, 52659.85, -924.1261, -2.886256, 0.004950999, 0.07939652, 296.1368, 1.249842, 1.181669, 1.583939
 
0.9099994, 1, -0.3432442, 6.014031, 0.3023937, -0.2273048581042339616880, 53973.37, -924.2477, -2.886256, 0.004950999, 0.07939652, 299.8443, 1.249842, 1.181346, 1.585628
 
0.9199994, 1, -0.3332442, 6.08432, 0.3026932, -0.2502860146081601673958202061, 55303.35, -924.3701, -2.886256, 0.004950999, 0.07939652, 303.5539, 1.249842, 1.181023, 1.587316
 
0.9299994, 1, -0.3232442, 6.154616, 0.3029929, -0.2718422704774424551995, 56649.78, -924.4929, -2.886256, 0.004950999, 0.07939652, 307.2656, 1.249842, 1.180699, 1.589004
 
0.9399994, 1, -0.3132442, 6.226372, 0.3032924, -0.2920196654693185247, 58012.56, -924.8437, -2.886256, 0.004950999, 0.07939652, 310.9792, 1.249839, 1.180376, 1.590692
 
0.9499994, 1, -0.3032442, 6.63224, 0.303592, -0.3149479791075538590431651934, 59391.1, -976.7606, -2.886256, 0.004950999, 0.07939652, 314.693, 1.249014, 1.180053, 1.592381
 
0.9599994, 1, -0.2932442, 6.891308, 0.3038917, -0.33698190444682918168, 60783.94, -1005.114, -2.886256, 0.004950999, 0.07939652, 318.4033, 1.247959, 1.17973, 1.594069
 
0.9699994, 1, -0.2832443, 7.024999, 0.3041859, -0.3580796999830165818080, 62190.66, -1013.938, -2.886256, 0.004950999, 0.07939652, 322.1093, 1.246704, 1.179406, 1.595757
 
0.9799994, 1, -0.2732443, 7.056314, 0.3044854, -0.3782108981532533011992, 63611.2, -1007.314, -2.886256, 0.004950999, 0.07939652, 325.8109, 1.245278, 1.179083, 1.597445
 
0.9899994, 1, -0.2632443, 7.00935, 0.3047851, -0.3973481853927310238915504444, 65045.34, -989.3081, -2.886256, 0.004950999, 0.07939652, 329.5078, 1.243708, 1.17876, 1.599133
 
0.9999993, 1, -0.2532443, 6.909264, 0.3050847, -0.4154643336278151110394, 66492.88, -963.9617, -2.886256, 0.004950999, 0.07939652, 333.1997, 1.242018, 1.178437, 1.600821
 
1.009999, 1, -0.2432443, 6.782028, 0.3052394, -0.4325336005757826001161366316, 67952.13, -935.2914, -2.886256, 0.004950999, 0.07939652, 336.8828, 1.240233, 1.178114, 1.60251
 
1.019999, 1, -0.2332443, 6.655034, 0.3052541, -0.4485306375740561983522213583, 69422.8, -907.313, -2.886256, 0.004950999, 0.07939652, 340.5565, 1.238378, 1.17779, 1.604198
 
1.029999, 1, -0.2232443, 6.556416, 0.3052625, -0.4634335681235168072103349503, 70904.63, -883.9626, -2.886256, 0.004950999, 0.07939652, 344.2206, 1.236475, 1.177467, 1.605886
 
1.039999, 1, -0.2132443, 6.514939, 0.3052811, -0.4772196903614940589430, 72397.3, -869.1199, -2.886256, 0.004950999, 0.07939652, 347.8748, 1.234544, 1.177144, 1.607574
 
1.049999, 1, -0.2032443, 6.560022, 0.3052934, -0.4898680134894555543596, 73900.56, -866.6038, -2.886256, 0.004950999, 0.07939652, 351.5187, 1.232606, 1.176821, 1.609263
 
1.059999, 1, -0.1932442, 6.721713, 0.3052997, -0.5013616754832462933658854941, 75414.08, -880.168, -2.886256, 0.004950999, 0.07939652, 355.152, 1.230681, 1.176497, 1.610951
 
1.069999, 1, -0.1832442, 7.030643, 0.3053107, -0.51168325495767062264, 76937.54, -913.4995, -2.886256, 0.004950999, 0.07939652, 358.7743, 1.228787, 1.176174, 1.612639
 
1.079999, 1, -0.1732442, 7.452857, 0.3053208, -0.5202776190803251221591262446, 78471.13, -961.457, -2.886256, 0.004950999, 0.07939652, 362.3865, 1.227181, 1.175851, 1.614327
 
1.089999, 1, -0.1632442, 7.552696, 0.3053302, -0.5242023187984923238940682313, 80017.01, -965.5682, -2.886256, 0.004950999, 0.07939652, 365.9937, 1.227147, 1.175528, 1.616015
 
1.099999, 1, -0.1532442, 7.650478, 0.3053336, -0.5268361643579622528305367091, 81575.14, -969.3521, -2.886256, 0.004950999, 0.07939652, 369.5962, 1.227197, 1.175205, 1.617704
 
1.109999, 1, -0.1432442, 7.74685, 0.3054502, -0.5282331760921694376047383586, 83146.63, -972.8799, -2.886256, 0.004950999, 0.07939652, 373.1967, 1.227328, 1.174881, 1.619392
 
1.119999, 1, -0.1332442, 7.842121, 0.3056591, -0.5284324704665017789984226449, 84731.24, -976.2028, -2.886256, 0.004950999, 0.07939652, 376.7946, 1.227537, 1.174558, 1.62108
 
1.129999, 1, -0.1232442, 7.936422, 0.3058622, -0.5274708236084814184511272412, 86329.13, -979.3551, -2.886256, 0.004950999, 0.07939652, 380.3905, 1.227822, 1.174235, 1.622768
 
1.139999, 1, -0.1132442, 8.029948, 0.3060814, -0.5253853865156118643298762169, 87940.15, -982.3638, -2.886256, 0.004950999, 0.07939652, 383.9842, 1.22818, 1.173912, 1.624456
 
1.149999, 1, -0.1032442, 8.122784, 0.3062842, -0.5222083786710974092843751307, 89564.05, -985.249, -2.886256, 0.004950999, 0.07939652, 387.5752, 1.22861, 1.173588, 1.626145
 
1.159999, 1, -0.09324422, 8.214918, 0.3064976, -0.5179539914925273911582947055, 91200.95, -988.0085, -2.886256, 0.004950999, 0.07939652, 391.164, 1.229097, 1.173265, 1.627833
 
1.169999, 1, -0.08324423, 8.305352, 0.3067107, -0.5125380419139915783682723258, 92850.72, -990.524, -2.886256, 0.004950999, 0.07939652, 394.7504, 1.229554, 1.172942, 1.629521
 
1.179999, 1, -0.07324423, 8.39537, 0.3069128, -0.5061330358967324535537303483, 94513.48, -992.9596, -2.886256, 0.004950999, 0.07939652, 398.3347, 1.230081, 1.172619, 1.631209
 
1.189999, 1, -0.06324423, 8.485047, 0.3071255, -0.4987669487772413901017545009, 96189.39, -995.3233, -2.886256, 0.004950999, 0.07939652, 401.9175, 1.230674, 1.172295, 1.632897
 
1.199999, 1, -0.05324423, 8.57441, 0.3073324, -0.4904677495823680915084155705, 97878.28, -997.6227, -2.886256, 0.004950999, 0.07939652, 405.4984, 1.231333, 1.171972, 1.634586
 
1.209999, 1, -0.04324424, 8.663286, 0.3074016, -0.4812619790526577176496762315, 99578.34, -999.8636, -2.886256, 0.004950999, 0.07939652, 409.0739, 1.232055, 1.171649, 1.636274
 
1.219999, 1, -0.03324424, 8.751681, 0.3073322, -0.4711793111426860585031989385, 101289.5, -1002.049, -2.886256, 0.004950999, 0.07939652, 412.644, 1.232838, 1.171326, 1.637962
 
1.229999, 1, -0.02324424, 8.839754, 0.3072453, -0.4602451460642920777740767211, 103011.8, -1004.182, -2.886256, 0.004950999, 0.07939652, 416.209, 1.233682, 1.171003, 1.63965
 
1.239999, 1, -0.01324424, 8.927567, 0.3071797, -0.4484851747684602395395627611, 104745.3, -1006.27, -2.886256, 0.004950999, 0.07939652, 419.7691, 1.234584, 1.170679, 1.641338
 
1.249999, 1, -0.003244238, 9.015096, 0.3070964, -0.4359249932851545377465394821, 106489.6, -1008.313, -2.886256, 0.004950999, 0.07939652, 423.3239, 1.235544, 1.170356, 1.643027
 
1.259999, 1, 0.006755762, 9.102384, 0.3070233, -0.4225869978645199890268140070, 108244.8, -1010.317, -2.886256, 0.004950999, 0.07939652, 426.8736, 1.236561, 1.170033, 1.644715
 
1.269999, 1, 0.01675576, 9.189421, 0.3069381, -0.4084945891865516797129328670, 110010.7, -1012.282, -2.886256, 0.004950999, 0.07939652, 430.4181, 1.237632, 1.16971, 1.646403
 
1.279999, 1, 0.02675576, 9.276237, 0.3068575, -0.3936709578464095094774235371, 111787.1, -1014.213, -2.886256, 0.004950999, 0.07939652, 433.9572, 1.238759, 1.169387, 1.648091
 
1.289999, 1, 0.03675576, 9.362832, 0.3067816, -0.3781369600071118230968076105, 113574, -1016.109, -2.886256, 0.004950999, 0.07939652, 437.4908, 1.239938, 1.169063, 1.64978
 
1.299999, 1, 0.04675576, 9.449212, 0.3066935, -0.3619145213724403118641523603, 115371.1, -1017.976, -2.886256, 0.004950999, 0.07939652, 441.0191, 1.241171, 1.16874, 1.651468
 
1.309999, 1, 0.05675576, 9.535303, 0.3065598, -0.3450257563755352486777961638, 117177.6, -1019.813, -2.886256, 0.004950999, 0.07939652, 444.5401, 1.242456, 1.168417, 1.653156
 
1.319999, 1, 0.06675576, 9.621086, 0.3063581, -0.3274919835083584284354427285, 118993.2, -1021.621, -2.886256, 0.004950999, 0.07939652, 448.0539, 1.243791, 1.168094, 1.654844
 
1.329999, 1, 0.07675575, 9.706635, 0.3061551, -0.3093323255521706519490542979, 120817.9, -1023.402, -2.886256, 0.004950999, 0.07939652, 451.5604, 1.245178, 1.16777, 1.656532
 
1.339999, 1, 0.08675575, 9.791956, 0.3059619, -0.2905662626808820080704061340, 122651.3, -1025.157, -2.886256, 0.004950999, 0.07939652, 455.0595, 1.246614, 1.167447, 1.658221
 
1.349999, 1, 0.09675575, 9.877039, 0.3057565, -0.2712127015727715125361548714, 124493.3, -1026.888, -2.886256, 0.004950999, 0.07939652, 458.551, 1.2481, 1.167124, 1.659909
 
1.359999, 1, 0.1067557, 9.961883, 0.3055496, -0.2512900783171516129714468642, 126343.7, -1028.596, -2.886256, 0.004950999, 0.07939652, 462.0347, 1.249635, 1.166801, 1.661597
 
1.369999, 1, 0.1167557, 10.04651, 0.3053529, -0.2308150017000956492599247551, 128202.3, -1030.281, -2.886256, 0.004950999, 0.07939652, 465.5105, 1.251219, 1.166477, 1.663285
 
1.379999, 1, 0.1267557, 10.13089, 0.3051379, -0.2098055448920521313616344435, 130068.9, -1031.945, -2.886256, 0.004950999, 0.07939652, 468.9783, 1.252851, 1.166154, 1.664973
 
1.389999, 1, 0.1367557, 10.21506, 0.3049386, -0.1882786367371510704758034923, 131943.3, -1033.589, -2.886256, 0.004950999, 0.07939652, 472.4379, 1.254531, 1.165831, 1.666662
 
1.399999, 1, 0.1467558, 10.29069, 0.3047268, -0.1660203464931602785899679902, 133825.2, -1034.354, -2.886256, 0.004950999, 0.07939652, 475.8891, 1.255738, 1.165508, 1.66835
 
1.409999, 1, 0.1567558, 10.36327, 0.3044571, -0.1432822280944335252242852239, 135713.4, -1034.833, -2.886256, 0.004950999, 0.07939652, 479.3299, 1.256831, 1.165185, 1.670038
 
1.419999, 1, 0.1667558, 10.43543, 0.3041238, -0.1201641472299299374298200253, 137607.8, -1035.298, -2.886256, 0.004950999, 0.07939652, 482.7605, 1.257976, 1.164861, 1.671726
 
1.429999, 1, 0.1767558, 10.50723, 0.3037778, -0.0966806429996208306409716510, 139508.1, -1035.754, -2.886256, 0.004950999, 0.07939652, 486.1805, 1.259175, 1.164538, 1.673414
 
1.439999, 1, 0.1867558, 10.57868, 0.303447, -0.0728431267062145291750024687, 141414, -1036.199, -2.886256, 0.004950999, 0.07939652, 489.5898, 1.260428, 1.164215, 1.675103
 
1.449999, 0.764877, 0.1967558, 10.64975, 0.3031034, -0.0486532672808744295053806053, 143325.1, -1036.634, -2.886256, 0.004950999, 0.07939652, 492.988, 1.261734, 1.163892, 1.676791
 
1.459999, -0.2711847, 0.2044045, 10.72046, 0.3027638, -0.0242613218954712394980008273, 145241.3, -1037.058, -2.886256, 0.004950999, 0.07939652, 496.3749, 1.263083, 1.163568, 1.678479
 
1.469999, -1, 0.2016927, 10.7908, 0.302417, -0.0003808807530567653327501786, 147162.3, -1037.473, -2.886256, 0.004950999, 0.07939652, 499.7506, 1.26442, 1.163245, 1.680167
 
1.479999, -1, 0.1916927, 10.86075, 0.3020743, 0.0220559930825779112117519853, 149087.6, -1037.878, -2.886256, 0.004950999, 0.07939652, 503.1145, 1.262057, 1.162922, 1.681855
 
1.489999, -1, 0.1816927, 10.93032, 0.3017242, 0.0427010917223506140537978019, 151017.4, -1038.273, -2.886256, 0.004950999, 0.07939652, 506.467, 1.259799, 1.162599, 1.683544
 
1.499999, -1, 0.1716927, 10.99953, 0.3013783, 0.0616015885154516645710513822, 152951.2, -1038.66, -2.886256, 0.004950999, 0.07939652, 509.8076, 1.257701, 1.162276, 1.685232
 
1.509999, -1, 0.1616927, 11.06851, 0.3011338, 0.0788075698257103049899721084, 154890.8, -1039.038, -2.886256, 0.004950999, 0.07939652, 513.1396, 1.255754, 1.161952, 1.68692
 
1.519999, -1, 0.1516927, 11.13729, 0.3009968, 0.0943668731432764511500121669, 156835.9, -1039.407, -2.886256, 0.004950999, 0.07939652, 516.4628, 1.253951, 1.161629, 1.688608
 
1.529999, -1, 0.1416927, 11.20575, 0.300853, 0.1083273094940921199725557939, 158786.4, -1039.769, -2.886256, 0.004950999, 0.07939652, 519.777, 1.252287, 1.161306, 1.690297
 
1.539999, -1, 0.1316927, 11.27389, 0.3007139, 0.1207396620551168217223533234, 160742.1, -1040.122, -2.886256, 0.004950999, 0.07939652, 523.0825, 1.250753, 1.160983, 1.691985
 
1.549999, -1, 0.1216927, 11.34171, 0.3005679, 0.1316481254913437739229359567, 162703.2, -1040.467, -2.886256, 0.004950999, 0.07939652, 526.3792, 1.249346, 1.16066, 1.693673
 
1.559999, -1, 0.1116927, 11.40922, 0.3004268, 0.1411010994418115038122893094, 164669.1, -1040.805, -2.886256, 0.004950999, 0.07939652, 529.6671, 1.248059, 1.160336, 1.695361
 
1.569999, -1, 0.1016927, 11.47641, 0.3002786, 0.1491455061354168659514401835, 166640.1, -1041.135, -2.886256, 0.004950999, 0.07939652, 532.9463, 1.246888, 1.160013, 1.697049
 
1.579999, -1, 0.09169267, 11.5433, 0.3001352, 0.1558264047722678008415852569, 168616, -1041.458, -2.886256, 0.004950999, 0.07939652, 536.2169, 1.245827, 1.15969, 1.698738
 
1.589999, -1, 0.08169267, 11.60987, 0.2999851, 0.1611894169273038756345922206, 170596.8, -1041.773, -2.886256, 0.004950999, 0.07939652, 539.4791, 1.244872, 1.159367, 1.700426
 
1.599999, -1, 0.07169268, 11.67613, 0.2998395, 0.1652794376823075655060211582, 172582.3, -1042.082, -2.886256, 0.004950999, 0.07939652, 542.7327, 1.24402, 1.159043, 1.702114
 
1.609999, -1, 0.06169268, 11.74223, 0.2997856, 0.1681410628391253508979591112, 174574.1, -1042.383, -2.886256, 0.004950999, 0.07939652, 545.9805, 1.243266, 1.15872, 1.703802
 
1.619999, -1, 0.05169268, 11.80817, 0.2998295, 0.1698157963266158224378701590, 176572.2, -1042.678, -2.886256, 0.004950999, 0.07939652, 549.2227, 1.242605, 1.158397, 1.70549
 
1.629999, -1, 0.04169268, 11.87386, 0.299867, 0.1703442111573911107832431020, 178576.7, -1042.966, -2.886256, 0.004950999, 0.07939652, 552.4592, 1.242036, 1.158074, 1.707179
 
1.639999, -1, 0.03169268, 11.93931, 0.2999098, 0.1697685327618702870695701384, 180587.4, -1043.248, -2.886256, 0.004950999, 0.07939652, 555.6904, 1.241554, 1.15775, 1.708867
 
1.649999, -1, 0.02169268, 12.00451, 0.299946, 0.1681286482865028913615988998, 182604.3, -1043.524, -2.886256, 0.004950999, 0.07939652, 558.9161, 1.241157, 1.157427, 1.710555
 
1.659999, -1, 0.01169268, 12.06947, 0.2999932, 0.1654646054947232155376982163, 184627.5, -1043.792, -2.886256, 0.004950999, 0.07939652, 562.1367, 1.240842, 1.157104, 1.712243
 
1.669999, -1, 0.001692684, 12.13418, 0.3000284, 0.1618128484745719653109993446, 186656.8, -1044.056, -2.886256, 0.004950999, 0.07939652, 565.3519, 1.240605, 1.156781, 1.713931
 
1.679999, -1, -0.008307315, 12.19864, 0.3000628, 0.1572135360436507978097303877, 188692.3, -1044.313, -2.886256, 0.004950999, 0.07939652, 568.5622, 1.240445, 1.156458, 1.71562
 
1.689999, -1, -0.01830732, 12.26288, 0.3001025, 0.1517015961632347323895069943, 190733.9, -1044.564, -2.886256, 0.004950999, 0.07939652, 571.7674, 1.240359, 1.156134, 1.717308
 
1.699999, -1, -0.02830731, 12.32685, 0.3001358, 0.1453114916562999079461451219, 192781.4, -1044.809, -2.886256, 0.004950999, 0.07939652, 574.9674, 1.240345, 1.155811, 1.718996
 
1.709999, -1, -0.03830732, 12.39071, 0.3002447, 0.1380790046423346944993355362, 194836.1, -1045.048, -2.886256, 0.004950999, 0.07939652, 578.1643, 1.240402, 1.155488, 1.720684
 
1.719999, -1, -0.04830731, 12.4544, 0.3003942, 0.1300350619413121598634856904, 196898.1, -1045.282, -2.886256, 0.004950999, 0.07939652, 581.3582, 1.240526, 1.155165, 1.722372
 
